"datetime","nuclear","heat_tec","wind","heat_tes","hydro_ges","hydro_gaes","consumption","month","season","hour"
"2017-01-01 01:00:00",10747,1230,1,5518,913,0,17760,1,"Winter",1
"2017-01-01 02:00:00",10757,1234,1,5645,710,0,17030,1,"Winter",2
"2017-01-01 03:00:00",10756,1226,0,5752,146,0,16498,1,"Winter",3
"2017-01-01 04:00:00",10741,1225,1,5738,243,0,16150,1,"Winter",4
"2017-01-01 05:00:00",10757,1226,3,5726,54,0,15963,1,"Winter",5
"2017-01-01 06:00:00",10750,1211,3,5749,54,0,15810,1,"Winter",6
"2017-01-01 07:00:00",10748,1223,4,5582,127,0,15743,1,"Winter",7
"2017-01-01 08:00:00",10747,1230,4,5405,56,0,15467,1,"Winter",8
"2017-01-01 09:00:00",10751,1232,26,5567,310,0,16031,1,"Winter",9
"2017-01-01 10:00:00",10761,1224,29,5875,605,0,16609,1,"Winter",10
"2017-01-01 11:00:00",10761,1214,57,6089,727,0,17151,1,"Winter",11
"2017-01-01 12:00:00",10761,1209,63,5919,335,0,17380,1,"Winter",12
"2017-01-01 13:00:00",10750,1204,109,5960,181,0,17257,1,"Winter",13
"2017-01-01 14:00:00",10774,1207,92,5873,132,0,17278,1,"Winter",14
"2017-01-01 15:00:00",10764,1215,38,5879,282,0,17293,1,"Winter",15
"2017-01-01 16:00:00",10734,1217,6,5885,711,0,17702,1,"Winter",16
"2017-01-01 17:00:00",10741,1223,3,6014,1178,552,18605,1,"Winter",17
"2017-01-01 18:00:00",10774,1235,19,6110,831,702,18622,1,"Winter",18
"2017-01-01 19:00:00",10737,1234,45,5486,1278,473,18414,1,"Winter",19
"2017-01-01 20:00:00",10737,1233,52,5337,1335,474,18298,1,"Winter",20
"2017-01-01 21:00:00",10727,1234,60,5326,1334,151,18050,1,"Winter",21
"2017-01-01 22:00:00",10752,1228,78,5310,1434,0,17964,1,"Winter",22
"2017-01-01 23:00:00",10777,1231,65,5008,997,0,17254,1,"Winter",23
"2017-01-02 00:00:00",10736,1226,90,5011,382,0,16727,1,"Winter",0
"2017-01-02 01:00:00",10730,1219,32,4912,469,0,16040,1,"Winter",1
"2017-01-02 02:00:00",10744,1224,45,5312,126,0,15592,1,"Winter",2
"2017-01-02 03:00:00",10740,1223,52,5183,58,0,15317,1,"Winter",3
"2017-01-02 04:00:00",10759,1220,63,4918,226,0,15117,1,"Winter",4
"2017-01-02 05:00:00",10756,1221,57,4916,318,0,15121,1,"Winter",5
"2017-01-02 06:00:00",10759,1218,28,5175,294,0,15484,1,"Winter",6
"2017-01-02 07:00:00",10759,1228,27,5318,310,0,15844,1,"Winter",7
"2017-01-02 08:00:00",10766,1224,34,5317,68,0,16001,1,"Winter",8
"2017-01-02 09:00:00",10776,1226,50,5737,305,0,17107,1,"Winter",9
"2017-01-02 10:00:00",10754,1230,117,5991,774,0,17997,1,"Winter",10
"2017-01-02 11:00:00",10749,1230,206,6316,699,320,18512,1,"Winter",11
"2017-01-02 12:00:00",10742,1226,213,6338,637,320,18638,1,"Winter",12
"2017-01-02 13:00:00",10737,1223,219,6157,582,319,18352,1,"Winter",13
"2017-01-02 14:00:00",10759,1218,181,6219,535,320,18371,1,"Winter",14
"2017-01-02 15:00:00",10779,1224,85,6254,893,0,18299,1,"Winter",15
"2017-01-02 16:00:00",10752,1224,28,6331,1244,0,18717,1,"Winter",16
"2017-01-02 17:00:00",10737,1227,22,6346,1339,796,19555,1,"Winter",17
"2017-01-02 18:00:00",10747,1226,58,6380,1145,1022,19621,1,"Winter",18
"2017-01-02 19:00:00",10760,1223,96,6080,922,1021,19229,1,"Winter",19
"2017-01-02 20:00:00",10779,1224,125,6051,1352,324,18957,1,"Winter",20
"2017-01-02 21:00:00",10746,1214,107,6119,1442,0,18619,1,"Winter",21
"2017-01-02 22:00:00",10771,1214,89,5957,1425,0,18429,1,"Winter",22
"2017-01-02 23:00:00",10750,1201,130,6009,386,0,17531,1,"Winter",23
"2017-01-03 00:00:00",10749,1208,207,5856,66,0,17025,1,"Winter",0
"2017-01-03 01:00:00",10722,1200,212,5935,58,0,15989,1,"Winter",1
"2017-01-03 02:00:00",10737,1218,211,5432,59,0,15757,1,"Winter",2
"2017-01-03 03:00:00",10746,1223,217,5354,59,0,15322,1,"Winter",3
"2017-01-03 04:00:00",10744,1224,211,5355,60,0,15294,1,"Winter",4
"2017-01-03 05:00:00",10747,1214,198,5404,60,0,15531,1,"Winter",5
"2017-01-03 06:00:00",10767,1231,195,5481,60,0,16035,1,"Winter",6
"2017-01-03 07:00:00",10750,1238,181,5944,60,0,17215,1,"Winter",7
"2017-01-03 08:00:00",10749,1233,170,6214,367,0,17865,1,"Winter",8
"2017-01-03 09:00:00",10749,1231,208,6521,1293,0,19058,1,"Winter",9
"2017-01-03 10:00:00",10744,1232,183,6627,1540,320,19749,1,"Winter",10
"2017-01-03 11:00:00",10754,1230,203,6792,1614,320,20029,1,"Winter",11
"2017-01-03 12:00:00",10746,1232,162,7036,1798,0,20069,1,"Winter",12
"2017-01-03 13:00:00",10734,1227,125,7010,1991,0,20156,1,"Winter",13
"2017-01-03 14:00:00",10760,1233,165,7432,1426,0,20118,1,"Winter",14
"2017-01-03 15:00:00",10770,1224,78,7405,1488,0,20092,1,"Winter",15
"2017-01-03 16:00:00",10745,1227,56,7415,1738,151,20535,1,"Winter",16
"2017-01-03 17:00:00",10739,1231,117,7457,1824,704,21174,1,"Winter",17
"2017-01-03 18:00:00",10745,1236,126,7196,1616,1022,21074,1,"Winter",18
"2017-01-03 19:00:00",10739,1233,109,6904,1684,798,20600,1,"Winter",19
"2017-01-03 20:00:00",10760,1244,148,6906,1445,646,20209,1,"Winter",20
"2017-01-03 21:00:00",10759,1207,142,7038,1459,0,19727,1,"Winter",21
"2017-01-03 22:00:00",10742,1212,116,7183,1103,0,19355,1,"Winter",22
"2017-01-03 23:00:00",10769,1200,100,7130,141,0,18272,1,"Winter",23
"2017-01-04 00:00:00",10754,1204,134,7078,368,0,17610,1,"Winter",0
"2017-01-04 01:00:00",10744,1202,107,5812,577,0,16703,1,"Winter",1
"2017-01-04 02:00:00",10777,1200,105,5858,157,0,16273,1,"Winter",2
"2017-01-04 03:00:00",10764,1198,75,5380,58,0,15899,1,"Winter",3
"2017-01-04 04:00:00",10760,1195,67,5328,237,0,15945,1,"Winter",4
"2017-01-04 05:00:00",10757,1211,40,5312,461,0,16044,1,"Winter",5
"2017-01-04 06:00:00",10762,1218,33,5525,98,0,16521,1,"Winter",6
"2017-01-04 07:00:00",10732,1222,40,6131,381,0,17613,1,"Winter",7
"2017-01-04 08:00:00",10750,1235,48,6426,815,0,18330,1,"Winter",8
"2017-01-04 09:00:00",10741,1215,76,6766,1413,0,19529,1,"Winter",9
"2017-01-04 10:00:00",10751,1210,130,7100,1509,322,20085,1,"Winter",10
"2017-01-04 11:00:00",10739,1208,183,7574,1537,323,20550,1,"Winter",11
"2017-01-04 12:00:00",10737,1204,216,7697,1331,323,20497,1,"Winter",12
"2017-01-04 13:00:00",10740,1203,221,7845,1072,323,20446,1,"Winter",13
"2017-01-04 14:00:00",10725,1201,196,7644,1239,321,20455,1,"Winter",14
"2017-01-04 15:00:00",10755,1204,172,7698,1339,321,20528,1,"Winter",15
"2017-01-04 16:00:00",10749,1220,165,7707,1566,472,20938,1,"Winter",16
"2017-01-04 17:00:00",10741,1190,160,7831,1566,1021,21516,1,"Winter",17
"2017-01-04 18:00:00",10711,1193,223,7889,1614,700,21432,1,"Winter",18
"2017-01-04 19:00:00",10724,1222,218,7679,1576,475,20912,1,"Winter",19
"2017-01-04 20:00:00",10734,1223,231,7244,2062,0,20551,1,"Winter",20
"2017-01-04 21:00:00",10728,1227,226,7452,1471,0,20083,1,"Winter",21
"2017-01-04 22:00:00",10725,1224,233,7440,1182,0,19702,1,"Winter",22
"2017-01-04 23:00:00",10738,1217,229,7162,394,0,18670,1,"Winter",23
"2017-01-05 00:00:00",10730,1220,216,7089,58,0,17764,1,"Winter",0
"2017-01-05 01:00:00",10715,1228,220,5790,431,0,16868,1,"Winter",1
"2017-01-05 02:00:00",10736,1230,154,5637,186,0,16199,1,"Winter",2
"2017-01-05 03:00:00",10756,1218,212,5561,142,0,16075,1,"Winter",3
"2017-01-05 04:00:00",10740,1214,209,5509,122,0,16082,1,"Winter",4
"2017-01-05 05:00:00",10756,1214,209,5595,114,0,16189,1,"Winter",5
"2017-01-05 06:00:00",10758,1216,208,5836,58,0,16861,1,"Winter",6
"2017-01-05 07:00:00",10759,1212,202,6392,126,0,17811,1,"Winter",7
"2017-01-05 08:00:00",10759,1219,206,6802,410,0,18432,1,"Winter",8
"2017-01-05 09:00:00",10759,1233,174,6727,1550,0,19726,1,"Winter",9
"2017-01-05 10:00:00",10740,1212,146,7160,1527,319,20234,1,"Winter",10
"2017-01-05 11:00:00",10754,1205,111,7375,1952,320,20682,1,"Winter",11
"2017-01-05 12:00:00",10755,1212,84,7415,1869,321,20620,1,"Winter",12
"2017-01-05 13:00:00",10737,1198,82,7659,1560,321,20581,1,"Winter",13
"2017-01-05 14:00:00",10737,1188,64,7830,2113,0,20904,1,"Winter",14
"2017-01-05 15:00:00",10738,1196,28,7952,1826,0,20788,1,"Winter",15
"2017-01-05 16:00:00",10707,1206,4,7989,2045,151,21188,1,"Winter",16
"2017-01-05 17:00:00",10738,1210,1,8086,2047,702,21785,1,"Winter",17
"2017-01-05 18:00:00",10718,1215,-1,8135,2169,698,21931,1,"Winter",18
"2017-01-05 19:00:00",10759,1206,-1,8059,1988,459,21513,1,"Winter",19
"2017-01-05 20:00:00",10724,1208,-1,8127,1947,0,21098,1,"Winter",20
"2017-01-05 21:00:00",10744,1213,0,8286,1566,0,20763,1,"Winter",21
"2017-01-05 22:00:00",10700,1206,7,8387,1087,0,20385,1,"Winter",22
"2017-01-05 23:00:00",10721,1225,24,8134,200,0,19156,1,"Winter",23
"2017-01-06 00:00:00",10756,1229,42,7388,479,0,18347,1,"Winter",0
"2017-01-06 01:00:00",10742,1240,56,6478,248,0,17325,1,"Winter",1
"2017-01-06 02:00:00",10757,1227,74,6440,55,0,16695,1,"Winter",2
"2017-01-06 03:00:00",10761,1233,93,6304,55,0,16287,1,"Winter",3
"2017-01-06 04:00:00",10749,1235,79,6302,163,0,16198,1,"Winter",4
"2017-01-06 05:00:00",10744,1236,84,6629,119,0,16458,1,"Winter",5
"2017-01-06 06:00:00",10748,1231,123,6685,55,0,16961,1,"Winter",6
"2017-01-06 07:00:00",10742,1241,157,6775,55,0,18120,1,"Winter",7
"2017-01-06 08:00:00",10751,1251,198,7173,389,0,18890,1,"Winter",8
"2017-01-06 09:00:00",10730,1238,208,7592,1356,0,20317,1,"Winter",9
"2017-01-06 10:00:00",10733,1265,211,7904,1500,322,20959,1,"Winter",10
"2017-01-06 11:00:00",10710,1262,251,8393,1739,320,21591,1,"Winter",11
"2017-01-06 12:00:00",10700,1271,261,8396,1741,319,21663,1,"Winter",12
"2017-01-06 13:00:00",10700,1260,262,8830,1782,0,21827,1,"Winter",13
"2017-01-06 14:00:00",10705,1268,254,8915,1574,0,21681,1,"Winter",14
"2017-01-06 15:00:00",10708,1258,240,8947,1376,0,21518,1,"Winter",15
"2017-01-06 16:00:00",10698,1256,205,9100,1398,0,21752,1,"Winter",16
"2017-01-06 17:00:00",10706,1255,84,8689,1621,701,22132,1,"Winter",17
"2017-01-06 18:00:00",10691,1259,77,8223,1611,700,21682,1,"Winter",18
"2017-01-06 19:00:00",10701,1252,78,7866,1302,473,20743,1,"Winter",19
"2017-01-06 20:00:00",10723,1256,51,7496,1029,474,20204,1,"Winter",20
"2017-01-06 21:00:00",10700,1250,70,7373,968,323,19747,1,"Winter",21
"2017-01-06 22:00:00",10720,1244,43,7001,1170,322,19525,1,"Winter",22
"2017-01-06 23:00:00",10675,1233,63,7190,240,321,18750,1,"Winter",23
"2017-01-07 00:00:00",10711,1229,77,6697,446,0,18052,1,"Winter",0
"2017-01-07 01:00:00",10702,1231,47,6488,54,0,17275,1,"Winter",1
"2017-01-07 02:00:00",10692,1232,70,6627,227,0,16787,1,"Winter",2
"2017-01-07 03:00:00",10732,1232,63,6432,160,0,16416,1,"Winter",3
"2017-01-07 04:00:00",10716,1233,50,6364,244,0,16490,1,"Winter",4
"2017-01-07 05:00:00",10727,1230,39,6099,256,0,16561,1,"Winter",5
"2017-01-07 06:00:00",10748,1225,57,6172,356,0,16691,1,"Winter",6
"2017-01-07 07:00:00",10706,1220,89,6244,420,0,16810,1,"Winter",7
"2017-01-07 08:00:00",10707,1203,55,6302,292,0,16905,1,"Winter",8
"2017-01-07 09:00:00",10721,1211,61,6748,370,0,17932,1,"Winter",9
"2017-01-07 10:00:00",10714,1214,94,6876,172,0,18392,1,"Winter",10
"2017-01-07 11:00:00",10715,1215,93,6951,859,0,19158,1,"Winter",11
"2017-01-07 12:00:00",10734,1211,109,6847,1075,0,19151,1,"Winter",12
"2017-01-07 13:00:00",10718,1201,96,6948,910,0,19177,1,"Winter",13
"2017-01-07 14:00:00",10747,1215,77,6933,774,0,18980,1,"Winter",14
"2017-01-07 15:00:00",10717,1230,88,6942,801,0,18969,1,"Winter",15
"2017-01-07 16:00:00",10732,1234,45,6937,1152,0,19400,1,"Winter",16
"2017-01-07 17:00:00",10731,1237,68,6916,1241,551,19945,1,"Winter",17
"2017-01-07 18:00:00",10713,1232,80,6926,844,1031,20086,1,"Winter",18
"2017-01-07 19:00:00",10715,1244,76,6873,1005,808,20053,1,"Winter",19
"2017-01-07 20:00:00",10725,1251,68,6768,725,793,19631,1,"Winter",20
"2017-01-07 21:00:00",10713,1254,83,6600,764,807,19440,1,"Winter",21
"2017-01-07 22:00:00",10716,1252,157,6590,1166,324,19458,1,"Winter",22
"2017-01-07 23:00:00",10728,1255,190,6134,1151,0,18536,1,"Winter",23
"2017-01-08 00:00:00",10720,1257,220,6090,550,0,18003,1,"Winter",0
"2017-01-08 01:00:00",10757,1251,83,6066,404,0,17395,1,"Winter",1
"2017-01-08 02:00:00",10732,1255,196,6092,445,0,16914,1,"Winter",2
"2017-01-08 03:00:00",10762,1246,209,6326,232,0,16559,1,"Winter",3
"2017-01-08 04:00:00",10729,1241,162,6318,184,0,16564,1,"Winter",4
"2017-01-08 05:00:00",10722,1243,150,6216,120,0,16594,1,"Winter",5
"2017-01-08 06:00:00",10734,1237,99,6345,180,0,16652,1,"Winter",6
"2017-01-08 07:00:00",10719,1240,33,6660,454,0,17143,1,"Winter",7
"2017-01-08 08:00:00",10739,1243,10,6453,306,0,17347,1,"Winter",8
"2017-01-08 09:00:00",10735,1244,11,6966,463,0,18474,1,"Winter",9
"2017-01-08 10:00:00",10736,1257,21,7325,916,0,19277,1,"Winter",10
"2017-01-08 11:00:00",10731,1260,30,7686,1379,0,20079,1,"Winter",11
"2017-01-08 12:00:00",10740,1266,29,7917,1246,0,20233,1,"Winter",12
"2017-01-08 13:00:00",10738,1263,27,8042,665,318,20094,1,"Winter",13
"2017-01-08 14:00:00",10743,1260,28,8123,425,320,20000,1,"Winter",14
"2017-01-08 15:00:00",10734,1258,32,8108,431,318,19861,1,"Winter",15
"2017-01-08 16:00:00",10703,1253,34,7812,915,319,20173,1,"Winter",16
"2017-01-08 17:00:00",10707,1252,25,7652,1676,699,20899,1,"Winter",17
"2017-01-08 18:00:00",10733,1252,46,7667,1646,695,21095,1,"Winter",18
"2017-01-08 19:00:00",10688,1255,46,7155,1756,793,20830,1,"Winter",19
"2017-01-08 20:00:00",10711,1252,45,7169,1592,642,20509,1,"Winter",20
"2017-01-08 21:00:00",10707,1244,29,7175,1325,643,20247,1,"Winter",21
"2017-01-08 22:00:00",10717,1248,30,7140,1512,324,20040,1,"Winter",22
"2017-01-08 23:00:00",10727,1250,18,6942,1336,0,19310,1,"Winter",23
"2017-01-09 00:00:00",10717,1262,15,7038,492,0,18607,1,"Winter",0
"2017-01-09 01:00:00",10709,1253,32,7090,332,0,17686,1,"Winter",1
"2017-01-09 02:00:00",10737,1260,46,6784,195,0,17121,1,"Winter",2
"2017-01-09 03:00:00",10712,1251,39,6774,461,0,16953,1,"Winter",3
"2017-01-09 04:00:00",10723,1242,56,6679,335,0,16948,1,"Winter",4
"2017-01-09 05:00:00",10722,1237,93,6731,211,0,16872,1,"Winter",5
"2017-01-09 06:00:00",10702,1241,74,6768,279,0,17153,1,"Winter",6
"2017-01-09 07:00:00",10705,1259,54,6716,76,0,17588,1,"Winter",7
"2017-01-09 08:00:00",10690,1256,40,6964,178,0,18045,1,"Winter",8
"2017-01-09 09:00:00",10713,1257,65,7783,710,0,19452,1,"Winter",9
"2017-01-09 10:00:00",10692,1262,63,8145,1319,0,20375,1,"Winter",10
"2017-01-09 11:00:00",10715,1252,55,8369,1706,0,21081,1,"Winter",11
"2017-01-09 12:00:00",10713,1254,66,8389,1614,0,20943,1,"Winter",12
"2017-01-09 13:00:00",10746,1246,83,8373,1098,322,20731,1,"Winter",13
"2017-01-09 14:00:00",10726,1250,78,8394,969,324,20694,1,"Winter",14
"2017-01-09 15:00:00",10755,1239,45,8389,775,644,20642,1,"Winter",15
"2017-01-09 16:00:00",10728,1243,14,8406,1102,644,21082,1,"Winter",16
"2017-01-09 17:00:00",10734,1220,8,8428,1346,1028,21652,1,"Winter",17
"2017-01-09 18:00:00",10738,1243,16,8490,1510,1035,21929,1,"Winter",18
"2017-01-09 19:00:00",10724,1234,37,8450,1686,470,21469,1,"Winter",19
"2017-01-09 20:00:00",10763,1239,47,8466,1449,320,21170,1,"Winter",20
"2017-01-09 21:00:00",10738,1238,42,8831,1026,0,20914,1,"Winter",21
"2017-01-09 22:00:00",10713,1226,37,8770,707,0,20459,1,"Winter",22
"2017-01-09 23:00:00",10738,1212,33,8188,252,0,19395,1,"Winter",23
"2017-01-10 00:00:00",10743,1202,28,6922,843,0,18626,1,"Winter",0
"2017-01-10 01:00:00",10739,1196,53,7110,263,0,17720,1,"Winter",1
"2017-01-10 02:00:00",10718,1198,35,6813,463,0,17176,1,"Winter",2
"2017-01-10 03:00:00",10774,1201,21,6751,506,0,17057,1,"Winter",3
"2017-01-10 04:00:00",10751,1204,9,7072,218,0,17094,1,"Winter",4
"2017-01-10 05:00:00",10760,1203,7,7243,366,0,17349,1,"Winter",5
"2017-01-10 06:00:00",10742,1197,15,7233,78,0,17846,1,"Winter",6
"2017-01-10 07:00:00",10757,1209,16,7801,571,0,19304,1,"Winter",7
"2017-01-10 08:00:00",10754,1213,23,8255,893,0,19970,1,"Winter",8
"2017-01-10 09:00:00",10748,1208,40,8534,1198,641,21360,1,"Winter",9
"2017-01-10 10:00:00",10743,1193,71,9216,1293,644,22163,1,"Winter",10
"2017-01-10 11:00:00",10727,1192,96,9477,1335,644,22377,1,"Winter",11
"2017-01-10 12:00:00",10766,1192,108,9378,1489,319,22171,1,"Winter",12
"2017-01-10 13:00:00",10746,1176,108,9386,1328,321,22023,1,"Winter",13
"2017-01-10 14:00:00",10770,1173,91,9440,1526,0,21952,1,"Winter",14
"2017-01-10 15:00:00",10756,1196,46,9644,1338,0,21884,1,"Winter",15
"2017-01-10 16:00:00",10737,1188,8,9862,1142,151,22189,1,"Winter",16
"2017-01-10 17:00:00",10765,1196,3,9977,1384,380,22587,1,"Winter",17
"2017-01-10 18:00:00",10726,1201,32,9595,1689,541,22701,1,"Winter",18
"2017-01-10 19:00:00",10721,1200,57,8821,2258,323,22312,1,"Winter",19
"2017-01-10 20:00:00",10741,1200,59,8679,1966,323,21922,1,"Winter",20
"2017-01-10 21:00:00",10740,1202,74,9008,1270,323,21592,1,"Winter",21
"2017-01-10 22:00:00",10756,1206,77,9092,870,0,21056,1,"Winter",22
"2017-01-10 23:00:00",10726,1208,83,8768,371,0,20017,1,"Winter",23
"2017-01-11 00:00:00",10742,1208,89,8673,151,0,19260,1,"Winter",0
"2017-01-11 01:00:00",10727,1198,142,7191,807,0,18283,1,"Winter",1
"2017-01-11 02:00:00",10773,1205,225,7295,302,0,17707,1,"Winter",2
"2017-01-11 03:00:00",10754,1222,232,7324,163,0,17320,1,"Winter",3
"2017-01-11 04:00:00",10738,1223,235,7160,318,0,17416,1,"Winter",4
"2017-01-11 05:00:00",10748,1224,234,7150,462,0,17638,1,"Winter",5
"2017-01-11 06:00:00",10724,1234,234,7175,53,0,18347,1,"Winter",6
"2017-01-11 07:00:00",10769,1230,232,7618,759,0,19510,1,"Winter",7
"2017-01-11 08:00:00",10748,1233,231,8381,905,0,20378,1,"Winter",8
"2017-01-11 09:00:00",10747,1236,234,8965,1344,319,21692,1,"Winter",9
"2017-01-11 10:00:00",10757,1230,239,9175,1781,319,22222,1,"Winter",10
"2017-01-11 11:00:00",10726,1230,232,9288,1859,319,22433,1,"Winter",11
"2017-01-11 12:00:00",10718,1238,248,9244,1751,319,22211,1,"Winter",12
"2017-01-11 13:00:00",10750,1224,230,9443,1312,319,22034,1,"Winter",13
"2017-01-11 14:00:00",10762,1225,227,9564,1107,319,21989,1,"Winter",14
"2017-01-11 15:00:00",10761,1239,190,9575,1452,0,21952,1,"Winter",15
"2017-01-11 16:00:00",10756,1240,172,9677,1430,151,22244,1,"Winter",16
"2017-01-11 17:00:00",10767,1231,107,9562,1443,700,22716,1,"Winter",17
"2017-01-11 18:00:00",10740,1245,59,8894,1671,1173,22643,1,"Winter",18
"2017-01-11 19:00:00",10757,1243,107,8424,2100,643,22081,1,"Winter",19
"2017-01-11 20:00:00",10766,1253,218,8396,1834,324,21651,1,"Winter",20
"2017-01-11 21:00:00",10726,1255,143,8366,1508,323,21286,1,"Winter",21
"2017-01-11 22:00:00",10767,1257,100,8772,851,0,20661,1,"Winter",22
"2017-01-11 23:00:00",10746,1239,128,8495,317,0,19589,1,"Winter",23
"2017-01-12 00:00:00",10775,1240,182,8355,464,0,18784,1,"Winter",0
"2017-01-12 01:00:00",10775,1242,178,7721,54,0,18019,1,"Winter",1
"2017-01-12 02:00:00",10770,1236,201,6967,327,0,17457,1,"Winter",2
"2017-01-12 03:00:00",10761,1239,221,6944,463,0,17080,1,"Winter",3
"2017-01-12 04:00:00",10761,1238,203,6957,270,0,17031,1,"Winter",4
"2017-01-12 05:00:00",10772,1246,175,6972,370,0,17313,1,"Winter",5
"2017-01-12 06:00:00",10771,1237,186,7080,309,0,18057,1,"Winter",6
"2017-01-12 07:00:00",10770,1248,200,7678,589,0,19265,1,"Winter",7
"2017-01-12 08:00:00",10741,1246,200,8317,583,0,19874,1,"Winter",8
"2017-01-12 09:00:00",10763,1245,221,8439,1310,321,21147,1,"Winter",9
"2017-01-12 10:00:00",10784,1256,258,8492,1890,319,21798,1,"Winter",10
"2017-01-12 11:00:00",10787,1255,275,8494,2088,319,22236,1,"Winter",11
"2017-01-12 12:00:00",10749,1257,284,8497,1903,320,21861,1,"Winter",12
"2017-01-12 13:00:00",10767,1268,231,8479,1711,319,21683,1,"Winter",13
"2017-01-12 14:00:00",10777,1246,90,8485,2150,0,21548,1,"Winter",14
"2017-01-12 15:00:00",10766,1247,55,8457,2234,0,21618,1,"Winter",15
"2017-01-12 16:00:00",10755,1246,45,8319,2446,151,21918,1,"Winter",16
"2017-01-12 17:00:00",10755,1247,33,8649,2242,474,22235,1,"Winter",17
"2017-01-12 18:00:00",10755,1242,84,8781,1850,1026,22558,1,"Winter",18
"2017-01-12 19:00:00",10763,1253,120,8770,1374,1017,22192,1,"Winter",19
"2017-01-12 20:00:00",10758,1249,136,9010,1731,0,21782,1,"Winter",20
"2017-01-12 21:00:00",10737,1258,79,9187,1296,0,21321,1,"Winter",21
"2017-01-12 22:00:00",10784,1253,104,9104,822,0,20900,1,"Winter",22
"2017-01-12 23:00:00",10768,1256,123,8286,587,0,19796,1,"Winter",23
"2017-01-13 00:00:00",10728,1264,88,8375,508,0,18935,1,"Winter",0
"2017-01-13 01:00:00",10744,1277,67,7282,733,0,17965,1,"Winter",1
"2017-01-13 02:00:00",10741,1267,88,7266,496,0,17543,1,"Winter",2
"2017-01-13 03:00:00",10731,1278,53,7330,123,0,17246,1,"Winter",3
"2017-01-13 04:00:00",10775,1279,109,7347,60,0,17238,1,"Winter",4
"2017-01-13 05:00:00",10776,1275,74,7009,463,0,17348,1,"Winter",5
"2017-01-13 06:00:00",10754,1271,67,7024,60,0,17810,1,"Winter",6
"2017-01-13 07:00:00",10751,1276,51,7396,756,0,19011,1,"Winter",7
"2017-01-13 08:00:00",10733,1275,44,8165,953,0,19882,1,"Winter",8
"2017-01-13 09:00:00",10731,1280,63,8334,1558,322,21156,1,"Winter",9
"2017-01-13 10:00:00",10733,1274,97,8619,1679,322,21560,1,"Winter",10
"2017-01-13 11:00:00",10741,1261,123,8901,1652,323,21740,1,"Winter",11
"2017-01-13 12:00:00",10750,1261,103,8563,1724,323,21495,1,"Winter",12
"2017-01-13 13:00:00",10739,1258,97,8475,1700,323,21399,1,"Winter",13
"2017-01-13 14:00:00",10752,1266,67,8481,1866,0,21252,1,"Winter",14
"2017-01-13 15:00:00",10755,1263,59,8498,1767,0,21189,1,"Winter",15
"2017-01-13 16:00:00",10746,1259,32,8209,2210,151,21487,1,"Winter",16
"2017-01-13 17:00:00",10734,1242,50,8570,1958,700,22025,1,"Winter",17
"2017-01-13 18:00:00",10725,1235,50,8632,1710,1024,22154,1,"Winter",18
"2017-01-13 19:00:00",10740,1240,68,8675,1126,780,21512,1,"Winter",19
"2017-01-13 20:00:00",10730,1242,78,8647,1070,324,20938,1,"Winter",20
"2017-01-13 21:00:00",10725,1235,85,8661,1001,0,20514,1,"Winter",21
"2017-01-13 22:00:00",10744,1248,129,8539,771,0,20132,1,"Winter",22
"2017-01-13 23:00:00",10748,1246,177,7892,461,0,19227,1,"Winter",23
"2017-01-14 00:00:00",10549,1237,224,8360,486,0,18652,1,"Winter",0
"2017-01-14 01:00:00",10530,1233,233,7331,466,0,17807,1,"Winter",1
"2017-01-14 02:00:00",10566,1232,233,7058,169,0,16965,1,"Winter",2
"2017-01-14 03:00:00",10562,1230,233,6540,385,0,16719,1,"Winter",3
"2017-01-14 04:00:00",10571,1222,234,6336,445,0,16593,1,"Winter",4
"2017-01-14 05:00:00",10473,1208,233,6372,225,0,16454,1,"Winter",5
"2017-01-14 06:00:00",10483,1217,234,6359,233,0,16708,1,"Winter",6
"2017-01-14 07:00:00",10464,1235,233,6414,64,0,17011,1,"Winter",7
"2017-01-14 08:00:00",10465,1225,225,6399,64,0,17283,1,"Winter",8
"2017-01-14 09:00:00",10525,1231,240,6723,462,0,18408,1,"Winter",9
"2017-01-14 10:00:00",10555,1221,271,6771,990,0,18916,1,"Winter",10
"2017-01-14 11:00:00",10555,1232,284,6774,1103,323,19300,1,"Winter",11
"2017-01-14 12:00:00",10568,1224,332,6760,1045,323,19343,1,"Winter",12
"2017-01-14 13:00:00",10560,1224,331,6760,1260,0,19228,1,"Winter",13
"2017-01-14 14:00:00",10555,1219,325,6739,1135,0,19141,1,"Winter",14
"2017-01-14 15:00:00",10559,1229,261,6694,1161,0,19036,1,"Winter",15
"2017-01-14 16:00:00",10559,1224,243,6702,1328,151,19346,1,"Winter",16
"2017-01-14 17:00:00",10563,1223,234,6754,1399,701,19965,1,"Winter",17
"2017-01-14 18:00:00",10554,1231,235,6535,1751,701,20203,1,"Winter",18
"2017-01-14 19:00:00",10553,1223,232,6059,1765,795,19951,1,"Winter",19
"2017-01-14 20:00:00",10582,1233,234,6032,1406,643,19443,1,"Winter",20
"2017-01-14 21:00:00",10582,1239,230,5989,1279,643,19111,1,"Winter",21
"2017-01-14 22:00:00",10567,1240,222,5965,1354,323,18713,1,"Winter",22
"2017-01-14 23:00:00",10577,1233,221,5678,1170,0,18087,1,"Winter",23
"2017-01-15 00:00:00",10553,1238,220,5570,626,0,17237,1,"Winter",0
